"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"530",0,0,0,0,0,0,0,0,0,0
"531",1,1,0,1,0,0,0,0,2,0
"532",0,0,0,0,0,0,0,0,0,0
"533",0,0,0,0,0,0,0,0,0,0
"534",0,0,0,0,0,0,0,1,0,0
"535",0,0,0,0,0,0,0,0,0,0
"536",0,1,0,0,0,0,0,1,0,0
"537",0,2,0,0,1,0,0,1,0,1
"538",0,1,0,0,0,0,0,0,0,0
"539",0,0,0,0,0,2,0,0,2,0
"540",0,0,1,0,0,0,0,0,1,0
"541",0,1,0,0,0,0,0,0,0,0
"542",0,0,0,0,1,0,0,0,0,1
"543",0,0,0,0,0,0,0,0,0,0
"544",0,0,0,0,0,0,0,1,0,2
"545",0,0,0,0,0,0,0,0,0,0
"546",0,0,0,0,0,0,0,0,0,0
"547",0,0,0,0,0,0,0,0,0,1
"548",0,1,0,0,1,0,0,1,2,2
"549",0,0,0,0,0,0,0,0,0,1
"550",0,1,0,0,0,0,0,1,0,0
"551",0,1,0,0,0,0,0,0,0,0
"552",0,1,0,0,0,0,0,0,0,0
"553",0,0,0,0,0,0,0,0,0,0
"554",0,1,0,1,1,1,0,1,0,2
"555",0,0,0,0,0,0,0,0,0,0
"556",0,1,0,0,1,1,1,2,1,2
"557",0,0,0,0,0,0,0,0,1,0
"558",1,1,0,1,1,0,0,0,2,1
"559",0,1,0,0,0,0,0,0,0,0
"560",0,1,0,0,0,0,0,1,1,1
"561",1,0,0,0,0,0,0,0,1,0
"562",0,1,0,0,1,0,0,1,0,1
"563",0,0,0,0,1,0,0,0,0,2
"564",0,3,0,0,1,0,1,1,2,2
"565",0,1,0,0,0,0,0,0,1,1
"566",0,1,0,1,0,0,0,0,1,1
"567",0,0,0,0,0,0,0,0,1,2
"568",1,1,0,1,0,0,0,0,2,0
"569",0,0,0,0,0,0,0,0,1,0
"570",1,1,0,1,1,0,0,0,2,1
"571",1,0,2,2,0,2,1,0,3,0
"572",0,0,0,0,0,0,0,0,0,0
