"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"326",1,0,0,0,0,0,0,0,1,0
"327",0,0,0,0,0,0,0,0,0,0
"328",0,0,0,0,0,0,0,0,0,0
"329",0,0,0,0,1,0,0,0,0,1
"330",0,0,0,0,1,0,0,0,0,1
"331",0,0,0,0,0,0,0,0,0,0
"332",0,0,0,0,0,0,0,0,0,1
"333",0,0,0,0,0,0,0,0,0,0
"334",0,0,0,0,0,1,0,0,1,0
"335",0,0,0,0,0,0,0,0,0,0
"336",0,0,0,0,0,0,0,0,0,0
"337",0,0,0,0,0,0,0,0,0,1
"338",0,1,0,0,1,0,0,0,1,2
"339",0,1,0,0,0,0,0,1,0,0
"340",0,1,0,1,0,0,0,1,1,1
"341",0,0,0,0,1,0,0,2,0,1
"342",0,1,0,0,0,0,0,1,0,1
"343",0,2,0,0,2,0,0,0,0,3
"344",0,0,0,0,0,0,0,0,0,0
"345",0,0,0,0,0,0,0,0,0,1
"346",0,0,0,0,1,0,0,0,0,1
"347",0,2,0,0,1,0,1,0,1,3
"348",0,0,0,0,0,0,0,1,0,0
"349",0,0,0,0,0,0,0,0,0,0
"350",0,0,0,0,1,0,0,0,0,2
"351",0,0,0,0,1,0,0,0,0,1
"352",0,0,0,0,1,0,0,0,0,1
"353",0,0,0,0,0,0,0,0,0,1
"354",0,1,1,0,1,0,0,1,1,2
"355",0,1,0,0,0,0,1,0,0,0
"356",0,1,0,0,1,0,0,0,1,2
"357",0,1,0,0,0,0,0,0,0,0
"358",0,0,0,0,0,0,0,0,0,0
"359",0,0,1,1,0,2,0,0,1,1
"360",0,0,0,0,0,0,0,0,0,0
"361",0,4,0,0,3,0,1,4,0,5
"362",0,0,0,0,0,0,0,0,0,1
"363",0,1,0,0,0,0,0,0,0,1
"364",0,0,0,0,0,1,0,0,1,0
"365",1,1,1,0,0,1,0,0,1,0
"366",0,2,0,1,1,0,1,1,0,1
"367",0,0,0,0,0,1,0,0,1,0
"368",0,0,0,0,0,0,0,0,0,1
"369",0,0,0,0,0,0,0,1,0,1
"370",0,0,0,0,0,0,0,0,0,0
"371",2,1,2,1,0,1,0,0,2,1
"372",0,0,0,0,0,0,0,0,0,0
"373",0,1,0,0,1,0,0,0,0,1
"374",0,1,0,1,2,0,2,1,0,2
"375",0,0,0,0,0,0,0,0,0,1
"376",1,0,1,0,0,0,0,0,2,0
"377",0,0,0,0,0,0,0,0,0,1
"378",0,0,0,0,0,0,0,0,0,0
"379",0,1,0,0,0,0,0,0,0,0
"380",2,1,0,1,0,1,1,0,3,0
"381",0,1,0,0,0,0,0,0,0,1
"382",0,1,0,0,0,0,0,0,0,1
"383",0,1,0,0,1,0,0,1,0,1
"384",0,0,0,0,0,0,0,0,0,0
"385",0,0,0,0,0,1,0,0,1,0
"386",0,0,0,0,0,0,0,0,0,0
"387",0,1,0,0,0,0,0,0,1,0
"388",0,0,0,0,1,0,0,2,0,1
"389",0,1,0,0,0,0,0,0,0,1
"390",0,2,0,0,1,0,1,0,1,3
"391",0,0,0,0,0,0,0,0,0,1
"392",0,2,1,0,3,0,1,2,2,5
"393",0,0,1,0,1,0,0,1,1,1
"394",1,0,0,1,0,1,0,2,4,1
"395",0,0,0,0,0,0,0,0,0,1
"396",0,0,0,0,0,0,0,0,0,0
"397",1,1,0,0,1,2,0,1,1,1
"398",0,1,0,0,0,0,0,0,1,0
"399",1,0,1,0,0,0,0,0,2,0
"400",0,0,0,0,0,1,0,0,1,0
"401",0,0,0,0,2,0,0,1,0,2
"402",0,0,0,0,2,0,0,1,0,2
"403",0,2,0,0,2,0,2,1,0,2
"404",0,1,0,1,0,0,0,0,0,0
"405",0,1,0,0,0,0,0,0,0,1
"406",0,1,0,0,0,0,0,0,0,1
"407",0,1,0,0,1,0,0,2,0,1
"408",0,3,0,0,3,0,2,2,0,4
